"primary_keyword","position","location","salary_min","experience_years","english_level","employment","pokes"
QA,Middle/Senior QA Engineer,Berlin, Munich, Hamburg, Stuttgart,3000,5,upper,fulltime remote relocate,13
QA,Senior QA Engineer/QA Lead,Киев, Львов,3700,4,intermediate,fulltime remote move relocate,1
QA,Senior QA Engineer,Днепр,1800,6,basic,fulltime,1
QA,Senior QA Engineer,Kyiv,2700,5,upper,fulltime remote,8
QA,Senior QA Engineer,Киев,2800,7,intermediate,fulltime remote freelance relocate,1
QA,Senior Manual QA Engineer,Киев,2400,15,intermediate,fulltime,19
QA,Senior/Lead QA Engineer,Львов,2700,5,fluent,fulltime,1
QA,Senior QA Engineer, QA Lead,Днепр,3000,8,intermediate,fulltime,1
QA,Senior QA Engineer,Киев,3000,4,upper,fulltime,1
QA,Senior QA Engineer,Харьков,2200,4,upper,fulltime relocate,24
QA,Senior QA Engineer,Киев,3000,7,upper,remote,17
QA,Senior QA Engineer,Киев,3000,3,intermediate,fulltime,4
QA,Senior QA Engineer/QA Lead,Киев,3000,8,upper,fulltime,53
QA,QA Lead, Senior QA Engineer,Киев,2300,15,intermediate,fulltime relocate,13
QA,Senior QA Engineer,Одесса,2000,3,intermediate,fulltime remote freelance,8
QA,Senior QA Engineer,Киев,2500,6,upper,fulltime,41
QA,Senior QA Engineer,Киев,2000,5,upper,freelance,4
QA,Senior QA Engineer,Киев,1950,10,intermediate,fulltime remote,2
QA,Senior QA Engineer,Киев,2200,6,upper,fulltime remote relocate,34
QA,Senior QA Engineer,Киев,2500,4,pre,fulltime,1
QA,Senior QA Engineer,релокейт (трактор),3000,6,fluent,relocate,13
QA,Senior/Lead QA Engineer,Киев,3500,7,fluent,fulltime,3
QA,Senior Project Lead QA,Харьков,1500,3,intermediate,fulltime move relocate,1
QA,Senior QA Engineer/QA Engineer,Киев,2750,6,upper,fulltime remote,48
QA,Senior manual QA Engineer/test lead,Киев,3500,4,intermediate,fulltime remote,8
QA,Senior QA Engineer/QA Analyst,relocation,2500,7,intermediate,fulltime remote relocate,1
QA,Senior QA Engineer,Харьков,1800,6,intermediate,fulltime move,21
QA,Senior Software Test Engineer, QA (Manual), QA Lead,Харьков,2500,5,upper,fulltime relocate,14
QA,Senior QA Engineer,Kyiv,2500,8,upper,fulltime remote freelance move relocate,41
QA,Senior QA Engineer,Киев,2500,4,upper,fulltime remote,27
QA,Lead / Senior QA Engineer,Europe, USA, Canada,3000,10,fluent,fulltime remote freelance relocate,2
QA,Senior Manual QA Engineer,Киев,2500,3,upper,fulltime remote,18
QA,Senior QA Engineer,any,2500,9,upper,fulltime relocate,21
QA,Senior QA / QA Team Lead,Киев,4000,15,fluent,relocate,1
QA,Senior QA Engineer,Киев,2500,15,intermediate,fulltime remote relocate,45
QA,Senior QA Engineer/QA Lead,Киев,3000,6,intermediate,fulltime remote,13
QA,Senior QA Engineer,Relocation,1000,15,fluent,relocate,1
QA,Senior QA Engineer,Киев,2500,5,intermediate,fulltime relocate,42
QA,Senior QA Engineer / Performance testing Engineer,Киев,2800,3,fluent,fulltime remote relocate,1
QA,Lead/Senior QA,Kyiv,2800,4,fluent,fulltime remote relocate,31
QA,Senior QA Engineer,Киев,3000,5,upper,fulltime remote,60
QA,Senior QA Engineer,Kyiv,2000,4,upper,fulltime remote,14
QA,Senior QA Engineer,Киев,2800,6,upper,fulltime remote,4
QA,Senior QA/QA manager/QA team lead,Днепр, Львов, Одесса, Киев,2500,8,intermediate,fulltime remote freelance move relocate,38
QA,Senior QA Engineer/QA Lead,Киев,2500,4,upper,fulltime,103
QA,Senior QA Engineer / QA Lead,Киев,2500,5,fluent,fulltime remote freelance,31
QA,Senior QA Engineer,Киев,2700,4,upper,fulltime remote,58
QA,Senior QA Engineer,Киев,3000,5,intermediate,fulltime freelance,21
QA,Senior QA Engineer,Киев,2500,6,upper,fulltime remote freelance,48
QA,Senior QA Engineer / QA Lead,Львов,2000,7,intermediate,fulltime remote relocate,1
QA,Senior QA Engineer / Lead QA,Киев,3000,10,fluent,fulltime remote,2
QA,Senior  QA Engineer,Киев,2000,7,intermediate,fulltime,23
QA,Senior QA Engineer,Киев,2000,3,fluent,fulltime remote freelance,1
QA,Senior Test Engineer,Киев,1800,4,intermediate,fulltime remote,1
QA,Senior Manual QA Engineer,Киев,2000,5,intermediate,fulltime,18
QA,Senior QA Engineer,Киев,3000,6,upper,fulltime remote freelance relocate,17
QA,Senior QA Engineer,Львов,2500,6,fluent,fulltime freelance relocate,10
QA,Senior QA Engineer,Одесса,100,6,upper,fulltime remote,1
QA,Senior QA Engineer,Киев,2500,5,intermediate,fulltime,1
QA,Senior QA Engineer,Киев,2500,2.500000,fluent,fulltime remote move relocate,16
QA,Lead/Senior QA Engineer,Wroclaw,2600,10,upper,remote freelance,9
QA,Test Manager / Lead / Senior QA Engineer (CTFL),Киев,4500,5,upper,fulltime remote relocate,21
QA,Remote QA Engineer(Senior Manual)/QA Engineer(Junior Automation),Remote job/Antalya,1200,7,intermediate,remote,8
QA,Senior QA Engineer,Киев,2500,4,upper,fulltime remote relocate,27
QA,QA Team Lead, Senior QA,Харьков,2700,8,upper,fulltime remote,9
QA,Senior QA Engineer,Киев,2000,4,intermediate,fulltime freelance,16
QA,Senior Manual QA,Киев,2700,6,intermediate,fulltime,8
QA,Senior QA Engineer,Киев,2500,7,intermediate,fulltime,1
QA,Senior QA Engineer/QA Lead,Киев,2500,4,fluent,fulltime,27
QA,Senior QA Engineer,Днепр,2200,6,upper,fulltime,1
QA,Senior QA Engineer,Київ,2800,5,fluent,fulltime remote,24
QA,Senior QA Engineer,Киев,2800,4,intermediate,fulltime move relocate,56
QA,Senior QA Engineer,Киев,3000,4,upper,fulltime remote freelance relocate,1
QA,Senior QA Engineer,Remote,2200,5,fluent,remote relocate,28
QA,Senior QA Engineer,Киев,2000,4,intermediate,fulltime,1
QA,Senior QA Engineer,Киев,3500,5,upper,fulltime remote relocate,6
QA,Technical Manual QC Engineer (Middle+/Senior),Харьков,1700,8,intermediate,fulltime remote freelance,4
QA,Senior Manual QA Engineer,Киев, Харьков,4400,5,upper,fulltime remote freelance move relocate,1
QA,QA Team Lead/Senior (Manual),Киев,2300,7,upper,fulltime,18
QA,Senior QA Engineer,Киев,2200,4,intermediate,fulltime remote,1
QA,Senior QA Engineer,Киев,2500,4,intermediate,fulltime,39
QA,Senior QA Engineer,Львов,2500,7,fluent,fulltime,1
QA,Senior QA Engineer,Киев,2000,4,upper,fulltime remote freelance relocate,81
QA,Senior QA Engineer,Киев,2000,15,intermediate,fulltime remote relocate,27
QA,Senior QA Engineer,Киев,2000,3,intermediate,fulltime remote freelance,1
QA,Senior QA Engineer / QA Lead,Киев,2700,3,upper,fulltime relocate,1
QA,Senior Manual QA Engineer,Киев,3000,8,upper,fulltime,8
QA,QA Team Lead / Senior QA Engineer,Canada cities,2500,15,upper,relocate,13
QA,Senior QA Engineer / Test Lead,Киев,2500,4,intermediate,fulltime relocate,1
QA,Senior QA Engineer,Киев,2300,4,upper,fulltime remote,15
QA,Senior QA Engineer,Киев,3500,4,intermediate,fulltime,1
QA,Senior QA Engineer,Львов,2500,4,upper,fulltime remote freelance relocate,17
QA,Middle/Senior Manual QA Engineer,Киев,2500,7,upper,fulltime,14
QA,QA Teamlead / Senior QA Engineer,Одесса (релокацию не рассматриваю),2500,10,upper,fulltime remote freelance,31
QA,Senior QA Engineer / Team lead,Киев,3000,6,upper,fulltime remote,14
QA,Senior QA Engineer,Киев,2800,8,upper,fulltime remote relocate,14
QA,Senior QA Engineer,Киев,3500,4,upper,fulltime remote,13
QA,Senior QA Engineer (Manual),Киев,2600,6,upper,fulltime,6
QA,Senior QA Engineer,Львов,2600,9,intermediate,fulltime remote freelance,1
QA,Senior Manual QA Engineer with automation experience,Київ,2500,4,upper,fulltime remote,26
QA,Senior QA Engineer,Киев,2000,5,upper,fulltime,4
QA,Senior QA Engineer / QA Team Lead,Киев,2700,8,intermediate,fulltime,1
QA,Senior QA Engineer,Киев,2800,5,intermediate,fulltime,14
QA,Senior QA Engineer,Киев,2800,5,intermediate,fulltime remote move relocate,9
QA,Senior QA Engineer,любая  точка на шаре Земля,3500,7,intermediate,fulltime remote freelance,1
QA,Senior QA Engineer,Киев,3000,4,upper,fulltime relocate,32
QA,Senior QA Engineer, QA Lead,Киев,3500,8,upper,fulltime remote,11
QA,Lead/Senior QA, QA Team Lead,Киев,3000,6,fluent,fulltime relocate,12
QA,Senior QA Engineer,Львов,1600,6,intermediate,fulltime remote freelance relocate,2
QA,Senior/Team Lead QA Engineer,Киев,3500,5,intermediate,fulltime remote freelance,13
QA,Senior/Lead QA,Киев,2500,3,intermediate,fulltime remote relocate,2
QA,Senior QA Engineer,Київ, USA, Canada,3500,4,fluent,fulltime remote relocate,23
QA,Senior QA, QA Lead,Киев,2000,7,fluent,fulltime remote relocate,9
QA,Senior QA Engineer,Киев,2400,6,upper,remote,19
QA,QA Engineer Senior  / Lead,Киев,3000,5,upper,fulltime,24
QA,QA Engineer, Senior QA Engineer,Ровно, Киев,1300,2.500000,upper,remote freelance relocate,18
QA,Senior QA Engineer,Киев,1500,6,fluent,fulltime remote,1
QA,Senior QA Engineer / QA Lead,Киев,2500,4,fluent,fulltime remote freelance relocate,1
QA,Senior QA Engineer,Kharkiv,2300,5,upper,fulltime relocate,54
QA,Senior QA Engineer,Киев,2000,5,intermediate,fulltime,1
QA,Senior QA Engineer,Киев,3000,3,intermediate,fulltime,1
QA,Senior QA Engineer,Днепр,1700,4,intermediate,fulltime relocate,3
QA,Senior Test Engineer,Харьков,2400,5,intermediate,fulltime move relocate,1
QA,Senior QA Engineer,Киев,2000,4,upper,fulltime remote freelance,61
QA,Senior QA Engineer,Киев,2000,9,upper,remote,35
QA,Lead QA, Senior QA Engineer,Kiev,2500,15,intermediate,fulltime remote relocate,1
QA,Senior QA Engineer,Киев,2500,4,upper,fulltime remote freelance,13
QA,Senior QA Engineer,Киев,2800,6,upper,remote freelance,3
QA,Senior QA Engineer,Киев,2300,4,upper,fulltime remote,1
QA,Senior QA Engineer,Харьков,1500,3,upper,fulltime remote freelance relocate,143
QA,Senior QA Engineer,Київ,2500,5,intermediate,fulltime remote,6
QA,Middle/Senior Manual QA Engineer,Львов,2000,3,upper,fulltime,21
QA,Senior QA Engineer,Seattle,2500,4,intermediate,remote freelance,1
QA,Senior QA Engineer,Харьков,2500,7,upper,fulltime,11
QA,Senior QA Engineer,Киев,3000,6,intermediate,fulltime,1
QA,Senior QA Engineer,Одесса,2000,15,fluent,fulltime remote freelance,2
QA,Senior QA Engineer,Киев,3000,6,upper,fulltime,38
QA,Senior QA Engineer,Киев,2800,6,fluent,fulltime remote move relocate,17
QA,Middle/Senior QA Engineer,Киев,2500,2.500000,upper,fulltime,33
QA,Senior QA Engineer,Киев,2500,4,intermediate,fulltime remote freelance,1
QA,Senior QA Engineer,Киев,3500,7,fluent,fulltime remote,11
QA,Senior QA Engineer,Dnipro or remote,2300,7,upper,fulltime remote freelance,6
QA,Senior QA Engineer (Manual),Львов,2500,4,intermediate,fulltime remote,1
QA,Senior QA Engineer,Львов,3000,5,upper,remote freelance,28
QA,Senior Manual/Middle Automation QA Engineer,Киев,3000,10,intermediate,fulltime,16
QA,Senior / Lead QA Engineer,Одеса,2500,4,pre,fulltime remote freelance move relocate,19
QA,Senior QA Engineer / Lead,Киев,3500,6,upper,fulltime remote freelance relocate,60
QA,Senior QA Engineer,remote,1500,10,intermediate,fulltime remote freelance,12
QA,Senior QA Engineer,Днепр,2000,3,intermediate,fulltime move relocate,1
QA,Senior Manual QA,Киев,2500,6,intermediate,fulltime relocate,27
QA,Senior QA Engineer,Киев,2500,15,upper,fulltime remote freelance,27
QA,Senior QA Engineer,Одесса,2000,3,fluent,fulltime remote freelance relocate,1
QA,Senior QA Engineer Remotely,Киев, Москва, Санкт-Петербург, Краснодар, Ростов, удаленно,1200,6,intermediate,fulltime remote freelance relocate,1
QA,QA Team Lead \ Senior QA,Киев,3500,9,intermediate,fulltime,1
QA,Senior QA Engineer,Харьков,1800,5,intermediate,fulltime,26
QA,Senior QA Engineer,Харьков,2850,4,upper,fulltime,1
QA,Senior QA Engineer,Одесса,3000,6,upper,fulltime remote relocate,4
QA,QA Senior manual / junior automation,Днепр, Киев,2500,6,intermediate,fulltime remote move,48
QA,Senior QA/BA Engineer,Киев,2900,3,upper,fulltime,8
QA,QA Manager, QA Lead, Senior QA,Харьков,3500,15,fluent,fulltime remote relocate,14
QA,Senior Software Testing Engineer,Kharkiv,2200,4,upper,fulltime remote freelance relocate,72
QA,Senior/Lead QA Engineer,Киев,2200,15,fluent,fulltime remote freelance relocate,1
QA,Senior QA Engineer,Киев,3000,5,upper,fulltime remote,31
QA,Senior QA Engineer,Киев, Днепр,3000,6,upper,fulltime remote,11
QA,Middle QA Engineer, Senior QA Engineer,Львов,2300,7,upper,fulltime relocate,34
QA,Senior QA Engineer,Киев,2500,6,upper,fulltime remote,28
QA,<QA Team Leader> or <Senior Manual QA>,Kyiv,2200,4,upper,fulltime remote relocate,3
QA,Senior QA Engineer,Киев,2000,5,intermediate,fulltime remote,1
QA,Senior Manual QA Engineer,Киев,1700,3,intermediate,fulltime remote,1
QA,Senior QA / QA Lead / Team Lead,Львов,4500,7,upper,fulltime remote freelance,1
QA,Senior\Lead QA Engineer,Киев,2800,6,intermediate,fulltime remote relocate,15
QA,Lead/ Senior Mobile QA Engineer,Киев,3500,3,upper,fulltime remote freelance,9
QA,Senior QA Engineer,Киев,2500,4,fluent,fulltime relocate,1
QA,Middle/Senior QA Engineer,Харьков,1500,3,intermediate,fulltime remote,22
QA,Senior QA Engineer,Львов,2000,6,upper,fulltime remote move relocate,7
QA,Senior QA Engineer,Киев,3000,6,upper,fulltime remote freelance relocate,19
QA,Senior QA Engineer,Remote,2000,5,intermediate,remote relocate,1
QA,Senior QA Engineer/QA Team Lead,Львов,2300,5,fluent,fulltime remote relocate,2
QA,Senior QA Engineer,Днепр,2100,5,intermediate,fulltime,1
QA,Senior QA Engineer,Киев,2000,3,intermediate,fulltime,1
QA,Middle/Senior QA Engineer,Киев,2300,6,upper,fulltime,29
QA,Senior QA Engineer,Киев,2500,4,intermediate,fulltime,34
QA,Senior QA Engineer,Харьков,1900,4,fluent,remote,1
QA,Senior QA Engineer,Харьков,2000,8,upper,fulltime,1
QA,Middle/Senior QA engineer,Одесса,1800,6,upper,fulltime remote,13
QA,Senior QA Engineer,Черкассы,3000,4,fluent,fulltime remote relocate,1
QA,Senior Manual QA / Lead QA,Киев,2500,5,intermediate,fulltime relocate,1
QA,Senior QA Engineer / QA Team Lead,Киев,2800,6,intermediate,fulltime,1
QA,Senior/Lead QA Engineer,Харьков,3000,5,fluent,fulltime remote freelance,1
QA,Senior QA Engineer,Киев,2500,6,intermediate,fulltime remote,1
QA,Senior QA Engineer,Харьков,2150,4,upper,fulltime,16
QA,Senior QA Engineer,Киев,2500,7,intermediate,fulltime,1
QA,Senior QA Engineer,Киев,2500,4,upper,fulltime,48
QA,Senior QA Engineer,Львов,2500,15,intermediate,fulltime remote relocate,1
QA,Senior QA Engineer,Киев,2500,6,intermediate,fulltime remote move,1
QA,Senior QA Engineer,Киев,1900,6,fluent,fulltime,1
QA,Senior QA Engineer,Киев,2500,5,upper,fulltime remote freelance relocate,44
QA,Senior QA Engineer,Киев,1800,3,intermediate,fulltime relocate,1
QA,Senior BI QA Engineer,Киев,3200,5,upper,fulltime remote freelance,1
QA,Senior Manual QA Engineer,Киев,2000,5,intermediate,fulltime remote freelance,1
QA,Senior QA Engineer,Киев,2000,5,intermediate,fulltime,1
QA,Senior QA Engineer,Винница, Киев, relocation,1800,5,intermediate,fulltime remote move relocate,1
QA,Senior QA Engineer,Киев,700,5,pre,freelance,1
QA,Senior QA Engineer,Киев,2500,8,fluent,remote freelance,64
QA,Team Lead/Senior QA Engineer,Харьков,2500,6,intermediate,fulltime remote,1
QA,Senior QA Engineer,Киев,2700,2.500000,upper,fulltime,28
QA,Senior QA Engineer,Киев,2500,9,fluent,fulltime remote,1
QA,Senior QA Engineer,Харьков,2200,3,upper,fulltime remote move relocate,1
QA,Senior QA Engineer,Киев,2500,3,upper,fulltime remote relocate,70
QA,Senior Quality Control Engineer/Test Analyst,Киев,2300,5,basic,fulltime remote freelance move relocate,1
QA,Senior QA Engineer,Одесса,2000,8,intermediate,fulltime,1
QA,Senior QA Engineer,Remote,1500,5,intermediate,remote freelance,7
QA,Senior QA Engineer,Киев,3000,8,intermediate,fulltime remote,1
QA,QA Lead, Senior QA,Киев,100,4,intermediate,fulltime remote,7
QA,Senior/Middle Software Testing Engineer,Киев,2500,3,upper,fulltime remote,1
QA,Senior QA Engineer,Львов,2500,10,fluent,fulltime remote,1
QA,Senior QA Engineer,Харьков,2000,15,intermediate,fulltime,1
